0,1,2
"('12.25282', '79.41727', 'Gingee', 'IN', 'Asia/Kolkata')","('29.21399', '78.95693', 'Kashipur', 'IN', 'Asia/Kolkata')","[('25.75728', '75.37991'), ('18.18158', '76.03889'), ('14.62072', '74.83554'), ('23.18', '88.58'), ('29.22254', '79.5286'), ('29.22254', '79.5286'), ('12.04161', '75.35927'), ('25.75728', '75.37991')]"
"('12.1277', '78.15794', 'Dharmapuri', 'IN', 'Asia/Kolkata')","('21.34222', '71.30633', 'Kundla', 'IN', 'Asia/Kolkata')","[('18.18158', '76.03889'), ('10.58806', '77.24779'), ('24.41288', '76.56719'), ('20.88098', '75.11937'), ('21.59983', '71.21169'), ('25.66795', '85.83636'), ('33.37526', '74.3092'), ('32.55531', '76.12647')]"
"('18.87813', '72.93924', 'Uran', 'IN', 'Asia/Kolkata')","('22.75218', '72.68533', 'Kheda', 'IN', 'Asia/Kolkata')","[('23.18', '88.58'), ('16.06213', '76.0586'), ('20.88197', '85.83334'), ('11.00599', '77.5609'), ('9.57046', '76.32756'), ('18.87813', '72.93924'), ('15.45144', '78.14797'), ('11.50526', '77.23826'), ('10.58806', '77.24779'), ('9.57046', '76.32756'), ('23.07492', '88.28637')]"
"('26.11527', '86.59509', 'Supaul', 'IN', 'Asia/Kolkata')","('24.41288', '76.56719', 'Aklera', 'IN', 'Asia/Kolkata')","[('27.9247', '78.40102'), ('18.87813', '72.93924'), ('15.73628', '75.96976'), ('25.92127', '86.79271'), ('22.88783', '84.13864'), ('22.75218', '72.68533'), ('25.6439', '77.9129'), ('31.28092', '74.85849'), ('9.82564', '78.25795')]"
"('21.59983', '71.21169', 'Amreli', 'IN', 'Asia/Kolkata')","('22.75218', '72.68533', 'Kheda', 'IN', 'Asia/Kolkata')","[('19.21667', '73.08333'), ('15.5439', '73.7553'), ('26.11527', '86.59509'), ('18.87813', '72.93924'), ('26.44931', '91.61356'), ('28.92694', '78.23456'), ('11.00599', '77.5609'), ('12.1277', '78.15794'), ('32.55531', '76.12647'), ('21.53889', '71.57737'), ('24.81757', '84.63445')]"
"('18.87813', '72.93924', 'Uran', 'IN', 'Asia/Kolkata')","('25.87498', '86.59611', 'Saharsa', 'IN', 'Asia/Kolkata')","[('29.22254', '79.5286'), ('15.5439', '73.7553'), ('26.76628', '83.36889'), ('29.21399', '78.95693'), ('9.57046', '76.32756'), ('29.22254', '79.5286'), ('12.95629', '78.27539'), ('26.2649', '81.54855'), ('22.19303', '88.18466'), ('29.21399', '78.95693')]"
"('22.19303', '88.18466', 'Diamond Harbour', 'IN', 'Asia/Kolkata')","('22.88783', '84.13864', 'Jashpurnagar', 'IN', 'Asia/Kolkata')","[('23.49668', '86.68363'), ('20.88098', '75.11937'), ('14.62072', '74.83554'), ('21.59983', '71.21169'), ('19.30157', '72.85107'), ('11.12018', '76.11996'), ('18.18158', '76.03889'), ('28.98002', '77.70636'), ('31.28092', '74.85849'), ('22.75218', '72.68533'), ('30.21121', '74.4818')]"
"('11.93381', '79.82979', 'Puducherry', 'IN', 'Asia/Kolkata')","('21.46527', '83.97573', 'Sambalpur', 'IN', 'Asia/Kolkata')","[('17.54907', '82.85749'), ('30.81383', '75.16878'), ('22.75218', '72.68533'), ('15.45144', '78.14797'), ('20.88197', '85.83334'), ('26.11527', '86.59509'), ('10.10649', '76.35484'), ('24.81757', '84.63445'), ('11.50526', '77.23826')]"
"('25.87498', '86.59611', 'Saharsa', 'IN', 'Asia/Kolkata')","('20.88197', '85.83334', 'Bhuban', 'IN', 'Asia/Kolkata')","[('12.25282', '79.41727'), ('22.4711', '88.1453'), ('31.28092', '74.85849'), ('22.10194', '85.37752'), ('21.34222', '71.30633'), ('19.30157', '72.85107'), ('21.46527', '83.97573'), ('22.10194', '85.37752'), ('12.95629', '78.27539'), ('25.87498', '86.59611')]"
"('10.58806', '77.24779', 'Udumalaippettai', 'IN', 'Asia/Kolkata')","('29.21399', '78.95693', 'Kashipur', 'IN', 'Asia/Kolkata')","[('12.25282', '79.41727'), ('12.95629', '78.27539'), ('9.82564', '78.25795'), ('25.92127', '86.79271'), ('14.62072', '74.83554'), ('11.50526', '77.23826'), ('9.57046', '76.32756'), ('28.98002', '77.70636'), ('11.12018', '76.11996'), ('12.04161', '75.35927')]"
"('27.9247', '78.40102', 'Chharra', 'IN', 'Asia/Kolkata')","('25.49043', '85.94001', 'Teghra', 'IN', 'Asia/Kolkata')","[('19.30157', '72.85107'), ('28.92694', '78.23456'), ('17.54907', '82.85749'), ('22.88783', '84.13864'), ('25.13915', '73.06784'), ('25.49043', '85.94001'), ('22.10194', '85.37752'), ('22.10194', '85.37752')]"
"('29.21399', '78.95693', 'Kashipur', 'IN', 'Asia/Kolkata')","('27.9247', '78.40102', 'Chharra', 'IN', 'Asia/Kolkata')","[('28.98002', '77.70636'), ('18.18158', '76.03889'), ('32.55531', '76.12647'), ('15.73628', '75.96976'), ('29.21399', '78.95693'), ('24.81757', '84.63445'), ('26.76628', '83.36889'), ('20.88197', '85.83334'), ('25.66795', '85.83636'), ('26.32293', '91.00632'), ('24.81757', '84.63445'), ('18.87813', '72.93924')]"
"('12.25282', '79.41727', 'Gingee', 'IN', 'Asia/Kolkata')","('18.18158', '76.03889', 'Osmanabad', 'IN', 'Asia/Kolkata')","[('15.73628', '75.96976'), ('14.46693', '75.92694'), ('17.54907', '82.85749'), ('23.1959', '86.51499'), ('29.21399', '78.95693'), ('11.12018', '76.11996'), ('21.59983', '71.21169'), ('24.81757', '84.63445'), ('30.21121', '74.4818')]"
"('18.87813', '72.93924', 'Uran', 'IN', 'Asia/Kolkata')","('16.06213', '76.0586', 'Hungund', 'IN', 'Asia/Kolkata')","[('26.44931', '91.61356'), ('21.53889', '71.57737'), ('25.87498', '86.59611'), ('19.21667', '73.08333'), ('25.6439', '77.9129'), ('14.62072', '74.83554'), ('9.57046', '76.32756'), ('9.82564', '78.25795'), ('10.10649', '76.35484'), ('30.21121', '74.4818')]"
"('11.93381', '79.82979', 'Puducherry', 'IN', 'Asia/Kolkata')","('18.87813', '72.93924', 'Uran', 'IN', 'Asia/Kolkata')","[('14.62072', '74.83554'), ('9.57046', '76.32756'), ('24.81757', '84.63445'), ('27.9247', '78.40102'), ('26.2649', '81.54855'), ('27.9247', '78.40102'), ('28.92694', '78.23456'), ('21.34222', '71.30633'), ('12.95629', '78.27539'), ('21.59983', '71.21169')]"
"('16.06213', '76.0586', 'Hungund', 'IN', 'Asia/Kolkata')","('11.93381', '79.82979', 'Puducherry', 'IN', 'Asia/Kolkata')","[('22.4711', '88.1453'), ('28.98002', '77.70636'), ('23.1959', '86.51499'), ('16.06213', '76.0586'), ('22.88783', '84.13864'), ('25.49043', '85.94001'), ('15.73628', '75.96976'), ('34.08565', '74.80555')]"
"('22.75218', '72.68533', 'Kheda', 'IN', 'Asia/Kolkata')","('18.87813', '72.93924', 'Uran', 'IN', 'Asia/Kolkata')","[('24.81757', '84.63445'), ('19.21667', '73.08333'), ('19.30157', '72.85107'), ('19.30157', '72.85107'), ('10.10649', '76.35484'), ('12.95629', '78.27539'), ('30.21121', '74.4818'), ('28.92694', '78.23456'), ('21.34222', '71.30633'), ('28.71271', '77.656'), ('21.46527', '83.97573')]"
"('20.88197', '85.83334', 'Bhuban', 'IN', 'Asia/Kolkata')","('21.59983', '71.21169', 'Amreli', 'IN', 'Asia/Kolkata')","[('12.25282', '79.41727'), ('21.46527', '83.97573'), ('10.58806', '77.24779'), ('25.66795', '85.83636'), ('25.6439', '77.9129'), ('28.71271', '77.656'), ('12.04161', '75.35927'), ('20.88197', '85.83334'), ('23.18', '88.58'), ('18.51957', '73.85535')]"
"('28.98002', '77.70636', 'Meerut', 'IN', 'Asia/Kolkata')","('21.59983', '71.21169', 'Amreli', 'IN', 'Asia/Kolkata')","[('12.04161', '75.35927'), ('26.32293', '91.00632'), ('31.28092', '74.85849'), ('22.88783', '84.13864'), ('12.25282', '79.41727'), ('23.07492', '88.28637'), ('15.5439', '73.7553'), ('9.57046', '76.32756'), ('21.34222', '71.30633'), ('22.88783', '84.13864'), ('23.18', '88.58')]"
"('10.10649', '76.35484', 'Alwaye', 'IN', 'Asia/Kolkata')","('24.41288', '76.56719', 'Aklera', 'IN', 'Asia/Kolkata')","[('10.12268', '77.54372'), ('23.49668', '86.68363'), ('12.95629', '78.27539'), ('11.00599', '77.5609'), ('15.45144', '78.14797'), ('21.34222', '71.30633'), ('15.5439', '73.7553'), ('23.1959', '86.51499'), ('10.10649', '76.35484')]"
"('24.41288', '76.56719', 'Aklera', 'IN', 'Asia/Kolkata')","('26.2649', '81.54855', 'Jais', 'IN', 'Asia/Kolkata')","[('26.76628', '83.36889'), ('26.11527', '86.59509'), ('23.49668', '86.68363'), ('32.55531', '76.12647'), ('24.41288', '76.56719'), ('28.71271', '77.656'), ('23.07492', '88.28637'), ('28.92694', '78.23456')]"
"('26.32293', '91.00632', 'Barpeta', 'IN', 'Asia/Kolkata')","('29.22254', '79.5286', 'Haldwani', 'IN', 'Asia/Kolkata')","[('21.53889', '71.57737'), ('28.92694', '78.23456'), ('26.32293', '91.00632'), ('12.95629', '78.27539'), ('15.45144', '78.14797'), ('24.41288', '76.56719'), ('25.75728', '75.37991'), ('19.30157', '72.85107'), ('14.62072', '74.83554'), ('22.88783', '84.13864'), ('22.88783', '84.13864'), ('26.2649', '81.54855')]"
"('28.98002', '77.70636', 'Meerut', 'IN', 'Asia/Kolkata')","('29.21399', '78.95693', 'Kashipur', 'IN', 'Asia/Kolkata')","[('14.46693', '75.92694'), ('19.30157', '72.85107'), ('18.87813', '72.93924'), ('21.46527', '83.97573'), ('26.76628', '83.36889'), ('18.51957', '73.85535'), ('18.18158', '76.03889'), ('11.50526', '77.23826'), ('24.41288', '76.56719')]"
"('18.87813', '72.93924', 'Uran', 'IN', 'Asia/Kolkata')","('24.05979', '77.40858', 'Leteri', 'IN', 'Asia/Kolkata')","[('17.54907', '82.85749'), ('25.75728', '75.37991'), ('23.49668', '86.68363'), ('21.46527', '83.97573'), ('28.71271', '77.656'), ('21.53889', '71.57737'), ('26.11527', '86.59509'), ('25.6439', '77.9129')]"
"('12.04161', '75.35927', 'Talipparamba', 'IN', 'Asia/Kolkata')","('21.34222', '71.30633', 'Kundla', 'IN', 'Asia/Kolkata')","[('32.55531', '76.12647'), ('11.12018', '76.11996'), ('19.21667', '73.08333'), ('15.73628', '75.96976'), ('9.82564', '78.25795'), ('12.1277', '78.15794'), ('26.2649', '81.54855'), ('26.76628', '83.36889')]"
"('18.51957', '73.85535', 'Pune', 'IN', 'Asia/Kolkata')","('19.30157', '72.85107', 'Bhayandar', 'IN', 'Asia/Kolkata')","[('23.07492', '88.28637'), ('26.2649', '81.54855'), ('21.53889', '71.57737'), ('28.92694', '78.23456'), ('23.18', '88.58'), ('28.92694', '78.23456'), ('33.37526', '74.3092'), ('10.10649', '76.35484'), ('21.59983', '71.21169'), ('23.18', '88.58'), ('26.76628', '83.36889')]"
"('29.21399', '78.95693', 'Kashipur', 'IN', 'Asia/Kolkata')","('16.06213', '76.0586', 'Hungund', 'IN', 'Asia/Kolkata')","[('24.81757', '84.63445'), ('26.2649', '81.54855'), ('17.34769', '78.55757'), ('29.22254', '79.5286'), ('10.12268', '77.54372'), ('18.51957', '73.85535'), ('16.06213', '76.0586'), ('26.32293', '91.00632')]"
"('25.6439', '77.9129', 'Narwar', 'IN', 'Asia/Kolkata')","('18.87813', '72.93924', 'Uran', 'IN', 'Asia/Kolkata')","[('28.98002', '77.70636'), ('23.1959', '86.51499'), ('18.51957', '73.85535'), ('11.00599', '77.5609'), ('11.12018', '76.11996'), ('11.12018', '76.11996'), ('31.28092', '74.85849'), ('25.6439', '77.9129'), ('29.21399', '78.95693'), ('18.18158', '76.03889'), ('33.37526', '74.3092')]"
"('32.55531', '76.12647', 'Chamba', 'IN', 'Asia/Kolkata')","('26.76628', '83.36889', 'Gorakhpur', 'IN', 'Asia/Kolkata')","[('18.87813', '72.93924'), ('32.55531', '76.12647'), ('25.87498', '86.59611'), ('12.04161', '75.35927'), ('26.32293', '91.00632'), ('24.81757', '84.63445'), ('17.54907', '82.85749'), ('25.92493', '73.66633'), ('12.1277', '78.15794'), ('26.76628', '83.36889'), ('24.05979', '77.40858')]"
"('30.21121', '74.4818', 'Malaut', 'IN', 'Asia/Kolkata')","('11.93381', '79.82979', 'Puducherry', 'IN', 'Asia/Kolkata')","[('25.66795', '85.83636'), ('25.92127', '86.79271'), ('18.87813', '72.93924'), ('9.57046', '76.32756'), ('21.34222', '71.30633'), ('24.41288', '76.56719'), ('24.41288', '76.56719'), ('34.08565', '74.80555'), ('30.21121', '74.4818'), ('19.30157', '72.85107')]"
"('10.10649', '76.35484', 'Alwaye', 'IN', 'Asia/Kolkata')","('19.21667', '73.08333', 'Dombivli', 'IN', 'Asia/Kolkata')","[('23.18', '88.58'), ('9.82564', '78.25795'), ('26.44931', '91.61356'), ('25.92127', '86.79271'), ('18.51957', '73.85535'), ('23.1959', '86.51499'), ('10.12268', '77.54372'), ('21.46527', '83.97573'), ('20.88197', '85.83334'), ('12.04161', '75.35927'), ('25.87498', '86.59611')]"
"('19.30157', '72.85107', 'Bhayandar', 'IN', 'Asia/Kolkata')","('28.71271', '77.656', 'Pilkhua', 'IN', 'Asia/Kolkata')","[('12.25282', '79.41727'), ('25.6439', '77.9129'), ('22.19303', '88.18466'), ('26.11527', '86.59509'), ('29.22254', '79.5286'), ('29.22254', '79.5286'), ('17.34769', '78.55757'), ('26.32293', '91.00632'), ('25.92493', '73.66633'), ('30.21121', '74.4818')]"
"('17.34769', '78.55757', 'Lal Bahadur Nagar', 'IN', 'Asia/Kolkata')","('26.11527', '86.59509', 'Supaul', 'IN', 'Asia/Kolkata')","[('10.12268', '77.54372'), ('31.28092', '74.85849'), ('10.10649', '76.35484'), ('21.53889', '71.57737'), ('20.88197', '85.83334'), ('22.19303', '88.18466'), ('9.82564', '78.25795'), ('25.92127', '86.79271'), ('26.44931', '91.61356'), ('30.81383', '75.16878'), ('28.92694', '78.23456')]"
"('11.50526', '77.23826', 'Sathyamangalam', 'IN', 'Asia/Kolkata')","('18.18158', '76.03889', 'Osmanabad', 'IN', 'Asia/Kolkata')","[('25.92493', '73.66633'), ('12.04161', '75.35927'), ('18.87813', '72.93924'), ('22.88783', '84.13864'), ('24.41288', '76.56719'), ('29.21399', '78.95693'), ('11.12018', '76.11996'), ('28.71271', '77.656'), ('22.10194', '85.37752')]"
"('28.71271', '77.656', 'Pilkhua', 'IN', 'Asia/Kolkata')","('30.21121', '74.4818', 'Malaut', 'IN', 'Asia/Kolkata')","[('15.5439', '73.7553'), ('25.92493', '73.66633'), ('16.06213', '76.0586'), ('20.88197', '85.83334'), ('11.93381', '79.82979'), ('19.21667', '73.08333'), ('14.62072', '74.83554'), ('22.88783', '84.13864'), ('22.19303', '88.18466'), ('26.32293', '91.00632'), ('21.46527', '83.97573')]"
"('15.45144', '78.14797', 'Betamcherla', 'IN', 'Asia/Kolkata')","('12.1277', '78.15794', 'Dharmapuri', 'IN', 'Asia/Kolkata')","[('10.58806', '77.24779'), ('17.34769', '78.55757'), ('20.88098', '75.11937'), ('17.54907', '82.85749'), ('26.44931', '91.61356'), ('21.59983', '71.21169'), ('32.55531', '76.12647'), ('15.73628', '75.96976')]"
"('25.92127', '86.79271', 'Madhipura', 'IN', 'Asia/Kolkata')","('20.88197', '85.83334', 'Bhuban', 'IN', 'Asia/Kolkata')","[('29.21399', '78.95693'), ('33.37526', '74.3092'), ('22.75218', '72.68533'), ('28.92694', '78.23456'), ('28.98002', '77.70636'), ('30.81383', '75.16878'), ('11.00599', '77.5609'), ('15.5439', '73.7553'), ('21.53889', '71.57737'), ('17.34769', '78.55757')]"
"('19.21667', '73.08333', 'Dombivli', 'IN', 'Asia/Kolkata')","('11.50526', '77.23826', 'Sathyamangalam', 'IN', 'Asia/Kolkata')","[('15.5439', '73.7553'), ('26.11527', '86.59509'), ('25.92127', '86.79271'), ('11.12018', '76.11996'), ('23.1959', '86.51499'), ('17.54907', '82.85749'), ('24.81757', '84.63445'), ('22.10194', '85.37752'), ('22.88783', '84.13864'), ('11.12018', '76.11996'), ('22.10194', '85.37752')]"
"('12.25282', '79.41727', 'Gingee', 'IN', 'Asia/Kolkata')","('17.34769', '78.55757', 'Lal Bahadur Nagar', 'IN', 'Asia/Kolkata')","[('25.66795', '85.83636'), ('25.66795', '85.83636'), ('33.37526', '74.3092'), ('25.75728', '75.37991'), ('22.4711', '88.1453'), ('9.82564', '78.25795'), ('33.37526', '74.3092'), ('26.2649', '81.54855'), ('25.75728', '75.37991'), ('28.98002', '77.70636')]"
"('33.37526', '74.3092', 'Rajaori', 'IN', 'Asia/Kolkata')","('29.21399', '78.95693', 'Kashipur', 'IN', 'Asia/Kolkata')","[('33.37526', '74.3092'), ('17.34769', '78.55757'), ('16.06213', '76.0586'), ('32.55531', '76.12647'), ('28.92694', '78.23456'), ('18.51957', '73.85535'), ('11.00599', '77.5609'), ('28.98002', '77.70636'), ('33.37526', '74.3092'), ('22.4711', '88.1453'), ('33.37526', '74.3092')]"
"('31.28092', '74.85849', 'Patti', 'IN', 'Asia/Kolkata')","('11.12018', '76.11996', 'Manjeri', 'IN', 'Asia/Kolkata')","[('24.81757', '84.63445'), ('9.57046', '76.32756'), ('25.75728', '75.37991'), ('17.54907', '82.85749'), ('20.88197', '85.83334'), ('34.08565', '74.80555'), ('22.10194', '85.37752'), ('25.6439', '77.9129'), ('25.66795', '85.83636'), ('24.41288', '76.56719')]"
"('15.73628', '75.96976', 'Gajendragarh', 'IN', 'Asia/Kolkata')","('16.06213', '76.0586', 'Hungund', 'IN', 'Asia/Kolkata')","[('25.92127', '86.79271'), ('19.30157', '72.85107'), ('21.59983', '71.21169'), ('29.22254', '79.5286'), ('23.49668', '86.68363'), ('28.92694', '78.23456'), ('27.9247', '78.40102'), ('24.81757', '84.63445'), ('33.37526', '74.3092')]"
"('12.95629', '78.27539', 'Robertsonpet', 'IN', 'Asia/Kolkata')","('20.88098', '75.11937', 'Parola', 'IN', 'Asia/Kolkata')","[('22.4711', '88.1453'), ('11.00599', '77.5609'), ('23.49668', '86.68363'), ('23.07492', '88.28637'), ('21.46527', '83.97573'), ('22.10194', '85.37752'), ('17.34769', '78.55757'), ('25.66795', '85.83636')]"
"('34.08565', '74.80555', 'Srinagar', 'IN', 'Asia/Kolkata')","('25.6439', '77.9129', 'Narwar', 'IN', 'Asia/Kolkata')","[('29.21399', '78.95693'), ('9.57046', '76.32756'), ('10.12268', '77.54372'), ('23.18', '88.58'), ('26.2649', '81.54855'), ('22.10194', '85.37752'), ('11.12018', '76.11996'), ('34.08565', '74.80555'), ('9.57046', '76.32756'), ('21.59983', '71.21169'), ('15.45144', '78.14797')]"
"('12.95629', '78.27539', 'Robertsonpet', 'IN', 'Asia/Kolkata')","('21.53889', '71.57737', 'Gariadhar', 'IN', 'Asia/Kolkata')","[('30.81383', '75.16878'), ('23.07492', '88.28637'), ('25.6439', '77.9129'), ('22.4711', '88.1453'), ('10.58806', '77.24779'), ('11.00599', '77.5609'), ('31.28092', '74.85849'), ('12.95629', '78.27539'), ('30.81383', '75.16878')]"
"('23.18', '88.58', 'Aistala', 'IN', 'Asia/Kolkata')","('11.93381', '79.82979', 'Puducherry', 'IN', 'Asia/Kolkata')","[('11.00599', '77.5609'), ('25.87498', '86.59611'), ('26.44931', '91.61356'), ('25.87498', '86.59611'), ('12.25282', '79.41727'), ('23.07492', '88.28637'), ('15.5439', '73.7553'), ('15.73628', '75.96976'), ('25.66795', '85.83636')]"
"('12.25282', '79.41727', 'Gingee', 'IN', 'Asia/Kolkata')","('11.12018', '76.11996', 'Manjeri', 'IN', 'Asia/Kolkata')","[('21.34222', '71.30633'), ('14.46693', '75.92694'), ('26.2649', '81.54855'), ('14.46693', '75.92694'), ('21.59983', '71.21169'), ('18.51957', '73.85535'), ('11.12018', '76.11996'), ('16.06213', '76.0586'), ('21.53889', '71.57737'), ('25.75728', '75.37991'), ('26.44931', '91.61356'), ('15.73628', '75.96976')]"
"('29.22254', '79.5286', 'Haldwani', 'IN', 'Asia/Kolkata')","('20.88197', '85.83334', 'Bhuban', 'IN', 'Asia/Kolkata')","[('11.93381', '79.82979'), ('23.1959', '86.51499'), ('19.21667', '73.08333'), ('25.66795', '85.83636'), ('24.81757', '84.63445'), ('22.10194', '85.37752'), ('15.5439', '73.7553'), ('18.18158', '76.03889'), ('21.53889', '71.57737'), ('18.18158', '76.03889'), ('12.04161', '75.35927'), ('11.12018', '76.11996')]"
"('31.28092', '74.85849', 'Patti', 'IN', 'Asia/Kolkata')","('18.51957', '73.85535', 'Pune', 'IN', 'Asia/Kolkata')","[('31.28092', '74.85849'), ('20.88197', '85.83334'), ('30.81383', '75.16878'), ('24.41288', '76.56719'), ('25.49043', '85.94001'), ('22.10194', '85.37752'), ('14.46693', '75.92694'), ('30.81383', '75.16878'), ('30.21121', '74.4818')]"
"('17.54907', '82.85749', 'Elamanchili', 'IN', 'Asia/Kolkata')","('12.25282', '79.41727', 'Gingee', 'IN', 'Asia/Kolkata')","[('21.53889', '71.57737'), ('26.76628', '83.36889'), ('27.9247', '78.40102'), ('21.46527', '83.97573'), ('24.81757', '84.63445'), ('25.6439', '77.9129'), ('25.49043', '85.94001'), ('34.08565', '74.80555'), ('25.66795', '85.83636'), ('11.93381', '79.82979'), ('21.59983', '71.21169')]"
"('10.12268', '77.54372', 'Periyakulam', 'IN', 'Asia/Kolkata')","('12.95629', '78.27539', 'Robertsonpet', 'IN', 'Asia/Kolkata')","[('17.54907', '82.85749'), ('33.37526', '74.3092'), ('23.1959', '86.51499'), ('25.13915', '73.06784'), ('21.46527', '83.97573'), ('29.22254', '79.5286'), ('24.05979', '77.40858'), ('17.54907', '82.85749'), ('23.07492', '88.28637'), ('23.07492', '88.28637'), ('22.19303', '88.18466'), ('22.88783', '84.13864')]"
"('24.05979', '77.40858', 'Leteri', 'IN', 'Asia/Kolkata')","('21.34222', '71.30633', 'Kundla', 'IN', 'Asia/Kolkata')","[('25.92493', '73.66633'), ('24.05979', '77.40858'), ('26.76628', '83.36889'), ('26.11527', '86.59509'), ('9.57046', '76.32756'), ('20.88197', '85.83334'), ('21.34222', '71.30633'), ('15.45144', '78.14797'), ('34.08565', '74.80555'), ('26.11527', '86.59509'), ('30.81383', '75.16878'), ('9.82564', '78.25795')]"
"('22.88783', '84.13864', 'Jashpurnagar', 'IN', 'Asia/Kolkata')","('19.30157', '72.85107', 'Bhayandar', 'IN', 'Asia/Kolkata')","[('25.49043', '85.94001'), ('29.22254', '79.5286'), ('15.45144', '78.14797'), ('11.12018', '76.11996'), ('15.73628', '75.96976'), ('9.82564', '78.25795'), ('20.88197', '85.83334'), ('18.18158', '76.03889'), ('21.46527', '83.97573'), ('14.62072', '74.83554')]"
"('23.18', '88.58', 'Aistala', 'IN', 'Asia/Kolkata')","('20.88197', '85.83334', 'Bhuban', 'IN', 'Asia/Kolkata')","[('25.92493', '73.66633'), ('28.92694', '78.23456'), ('12.95629', '78.27539'), ('32.55531', '76.12647'), ('26.32293', '91.00632'), ('26.2649', '81.54855'), ('14.46693', '75.92694'), ('25.75728', '75.37991'), ('25.75728', '75.37991'), ('30.21121', '74.4818'), ('12.1277', '78.15794'), ('23.1959', '86.51499')]"
"('17.34769', '78.55757', 'Lal Bahadur Nagar', 'IN', 'Asia/Kolkata')","('22.10194', '85.37752', 'Barbil', 'IN', 'Asia/Kolkata')","[('24.41288', '76.56719'), ('33.37526', '74.3092'), ('18.87813', '72.93924'), ('25.13915', '73.06784'), ('34.08565', '74.80555'), ('28.98002', '77.70636'), ('11.12018', '76.11996'), ('23.18', '88.58'), ('10.12268', '77.54372')]"
"('9.57046', '76.32756', 'Kalavoor', 'IN', 'Asia/Kolkata')","('26.2649', '81.54855', 'Jais', 'IN', 'Asia/Kolkata')","[('21.59983', '71.21169'), ('28.71271', '77.656'), ('18.87813', '72.93924'), ('26.11527', '86.59509'), ('32.55531', '76.12647'), ('14.62072', '74.83554'), ('20.88098', '75.11937'), ('22.88783', '84.13864')]"
